full_text_comments,full_text_comments_preprocessed
CES is almost here Jan 6 9 2026! @Synopsys just announced a special CEO Fireside Chat at CES 2026 with CEO Sassine Ghazi joining Six Five Podcast hosts @PatrickMoorhead &amp; @danielnewmanUV to unpack the future of automotive engineering from AI and software-defined,ces is almost here jan just announced a special ceo fireside chat at ces with ceo sassine ghazi joining six five podcast hosts amp to unpack the future of automotive engineering from ai and softwaredefined
@ARSIPAJA AHHAHAHAHA,ahhahahaha
@ARSIPAJA Ini berita kompas? Bukan kompasiana kan??,ini berita kompas bukan kompasiana kan
@ARSIPAJA Downgrade jadi koran lampu merah,downgrade jadi koran lampu merah
@ARSIPAJA ini opini bukan berita,ini opini bukan berita
@ARSIPAJA Kompos sejak jaman mulyono sudah jadi keset rezim cuma biar bisa tetap makan enak,kompos sejak jaman mulyono sudah jadi keset rezim cuma biar bisa tetap makan enak
@ARSIPAJA Anjirr narasinyaa setelah dibungkam ,anjirr narasinyaa setelah dibungkam
@ARSIPAJA jilatan sempurna... https://t.co/Y0tXiIA8Tr,jilatan sempurna
@ARSIPAJA Apakah jika ada yang mengkritisi berarti membenci...? Cetek sekali....,apakah jika ada yang mengkritisi berarti membenci cetek sekali
@ARSIPAJA anjirrrr @kompascom asli na boskuu,anjirrrr asli na boskuu
@ARSIPAJA Subjektivitasnya makin terang-terangan.,subjektivitasnya makin terangterangan
@ARSIPAJA Kompas mulai keras? Gak yakin.,kompas mulai keras gak yakin
@ARSIPAJA Ashiappp permohonan maaf nya ga di terima,ashiappp permohonan maaf nya ga di terima
@ARSIPAJA ITU SUDAH KEWAJIBAN PRESIDEN. BARE MINIMUM BANGET. STOP GLORIFYING THISS!!,itu sudah kewajiban presiden bare minimum banget stop glorifying thiss
@ARSIPAJA Tolol banget kompas masa tulisannya subjektif begitu,tolol banget kompas masa tulisannya subjektif begitu
@ARSIPAJA @kompascom core,core
@ARSIPAJA sekelas kompas nih? emang rendah bgt harga diri jurnalis nasional kita klo gak clickbait ya bayaran. gak ada integritas yang dijaga,sekelas kompas nih emang rendah bgt harga diri jurnalis nasional kita klo gak clickbait ya bayaran gak ada integritas yang dijaga
@ARSIPAJA beneran ada https://t.co/AWJuslOS0M,beneran ada
@ARSIPAJA HAH????,hah
@ARSIPAJA @JayaSupranaShow ...,
@ARSIPAJA ,
@ARSIPAJA yg edit makan gaji buta,yg edit makan gaji buta
@ARSIPAJA izinnnn,izinnnn
@ARSIPAJA wkwkwk,wkwkwk
@ARSIPAJA Jijik,jijik
@ARSIPAJA @BintangPD Siap.,siap
@ARSIPAJA jelek amat tulisannya--dan ini objektif emang jelek,jelek amat tulisannyadan ini objektif emang jelek
@ARSIPAJA Jaya Suprana ppq,jaya suprana ppq
@ARSIPAJA ,
@ARSIPAJA Ha,ha
@ARSIPAJA Kompas?,kompas
@ARSIPAJA Duh ,duh
@ARSIPAJA @kompascom kok bisa sih bang lolos editorial?,kok bisa sih bang lolos editorial
@ARSIPAJA ,
@ARSIPAJA Antara lain fakta relawan pemerintah hanya sampai dijalan besar dan yg dipelosok adalah relawan rakyat maaf penjilat ,antara lain fakta relawan pemerintah hanya sampai dijalan besar dan yg dipelosok adalah relawan rakyat maaf penjilat
@ARSIPAJA Keren https://t.co/aVD0EiBuk7,keren
@ARSIPAJA klo pembenci dijelasin kyk apaan tetep benci karena otaknya isinya taaeek,klo pembenci dijelasin kyk apaan tetep benci karena otaknya isinya taaeek
@ARSIPAJA Ini betul tulisannya lulus editorial @kompascom ?,ini betul tulisannya lulus editorial
@ARSIPAJA Jangankan Presiden Rakyat Jelata yg paling Gembel sekalipun GAK BOLEH DIBENCI TAPI DINASEHATI DAN DIARAHKAN JIKA SALAH DAN BERBUAT MUNKAR ITU HARUS KARENA DIANJURKAN DALAM AGAMA ISLAM,jangankan presiden rakyat jelata yg paling gembel sekalipun gak boleh dibenci tapi dinasehati dan diarahkan jika salah dan berbuat munkar itu harus karena dianjurkan dalam agama islam
@ARSIPAJA https://t.co/2oag4FHUSG,
@ARSIPAJA Hah? 🇳🇵,hah
@ARSIPAJA Mau yang pembenci dan tidak pembenci NYATA PRESIDEN tidak berani menyatakan BENCAN NASIONAL ada apa dengan ACEH SUMUT dan SUMBAR?,mau yang pembenci dan tidak pembenci nyata presiden tidak berani menyatakan bencan nasional ada apa dengan aceh sumut dan sumbar
@misssky__ @prabowo https://t.co/psVUzMEENv,
"@misssky__ @prabowo stop asumsi dia gatau apa apa karna bawahannya tidak memberitahu. kenyataannya dia sudah lihat sendiri tapi tidak bertindak apa apa, bahkan tidak mau menetapkan bencana nasional https://t.co/UN5csblatc",stop asumsi dia gatau apa apa karna bawahannya tidak memberitahu kenyataannya dia sudah lihat sendiri tapi tidak bertindak apa apa bahkan tidak mau menetapkan bencana nasional
@misssky__ @prabowo Yg megang akun bukan Pak prabowo langsung bu.. Heheee,yg megang akun bukan pak prabowo langsung bu heheee
@misssky__ @prabowo @sjafriesjams @Gerindra @prabowo @DPDRI @DPR_RI @mprgoid @setkabgoid,
"@misssky__ @prabowo Mgkn lbh penting mbgnya, dana habis utk MBG",mgkn lbh penting mbgnya dana habis utk mbg
@misssky__ @Triyogo22684337 @prabowo Sebenar nya @Gerindra kawal informasi gak buat ketua nya ?,sebenar nya kawal informasi gak buat ketua nya
@misssky__ @prabowo bagaimana ini bisa terjadi🤔,bagaimana ini bisa terjadi
@TxtdariHI Multitasking pendampingnya,multitasking pendampingnya
@TxtdariHI mau ngapain sih pa,mau ngapain sih pa
@TxtdariHI Hadeuh lagi dan lagi,hadeuh lagi dan lagi
@TxtdariHI https://t.co/nWpIj0Z2cl,
@MafiaWasit Beda kubu deh dia? wkwk,beda kubu deh dia wkwk
@MafiaWasit yang bersalah akam dihukum ,yang bersalah akam dihukum
@MafiaWasit Ha? Tirto?,ha tirto
@MafiaWasit Mirwan Suwarso adalah pebisnis dan eksekutif asal Indonesia yang menjabat sebagai Presiden klub sepak bola Italia Como 1907 sejak tahun 2019,mirwan suwarso adalah pebisnis dan eksekutif asal indonesia yang menjabat sebagai presiden klub sepak bola italia como sejak tahun
@MafiaWasit Papa edi IN. Tohirr out,papa edi in tohirr out
@MafiaWasit tanggung amat ga sekalian aja luhut,tanggung amat ga sekalian aja luhut
@MafiaWasit Wiranto sekalian mbah ben sing cangkeman ndang diculik ro disiksa,wiranto sekalian mbah ben sing cangkeman ndang diculik ro disiksa
@MafiaWasit Aku tim IBUL ajah,aku tim ibul ajah
@MafiaWasit Ketua @PSSI lg bermimpi,ketua lg bermimpi
@MafiaWasit Kepala BGN,kepala bgn
@MafiaWasit boyongan,boyongan
@MafiaWasit Mirwan Suwarso sih,mirwan suwarso sih
@MafiaWasit Kepala MBG juga ex TnI mbah,kepala mbg juga ex tni mbah
@MafiaWasit Iwan Bule itu dari TNI atau Polri?,iwan bule itu dari tni atau polri
Anggota dewan Malaysia marah bantuan dari negaranya dianggap sebelah mata oleh seorang menteri dari Indonesia Toti kayaknya maksudnya https://t.co/n1dJWaVK35,anggota dewan malaysia marah bantuan dari negaranya dianggap sebelah mata oleh seorang menteri dari indonesia toti kayaknya maksudnya
@P3gEl btw tito tidak mewakili suara hati saya sebagai warga Indonesia ya 😁,btw tito tidak mewakili suara hati saya sebagai warga indonesia ya
@P3gEl mereka tuh sadar gk sih sabun mereka soal bantuan negara lain tuh bisa ngaruh ke hubungan diplomatik antar negara? klo negara yg bersangkutan sampe ada yg mutus hubungan kerja sama karena gk terima diremehin sama pejabat indo kan yg kena getah kan rakyat satu negara,mereka tuh sadar gk sih sabun mereka soal bantuan negara lain tuh bisa ngaruh ke hubungan diplomatik antar negara klo negara yg bersangkutan sampe ada yg mutus hubungan kerja sama karena gk terima diremehin sama pejabat indo kan yg kena getah kan rakyat satu negara
"@P3gEl JANGAN DI DENGARIN OMONGAN PEJABAT DISINI,,, HARUSNYA BERSYUKUR ATAS BANTUAN DR LUAR,, SEKECIL APAPUN BANTUAN ITU ANUGRAH DR ALLAH DAN WAJIB DI SYUKURI 🤲",jangan di dengarin omongan pejabat disini harusnya bersyukur atas bantuan dr luar sekecil apapun bantuan itu anugrah dr allah dan wajib di syukuri
"@P3gEl Emang mulut pejabat kita ini kayak kurang makan sekolahan. Buruk sekali public speakingnya &amp; seringkali malah bikin blunder. Benar kata prabowo, ikan busuk dimulai dari kepalanya. Sayangnya, itu seperti menghantam muka sendiri. Ndasmu!",emang mulut pejabat kita ini kayak kurang makan sekolahan buruk sekali public speakingnya amp seringkali malah bikin blunder benar kata prabowo ikan busuk dimulai dari kepalanya sayangnya itu seperti menghantam muka sendiri ndasmu
"@P3gEl Ngajak gelud emang si tito nggasih😭
Sebenernya emang bukan kewajiban malaysia memberi bantuan, diberi bantuan sama mereka itu bersyukur banget
Pemerintah Indonesia yang seharusnya memberi bantuan dan membuat kebijakan malah menyepelekan bantuan dari Malaysia itu kan jahat?",ngajak gelud emang si tito nggasih sebenernya emang bukan kewajiban malaysia memberi bantuan diberi bantuan sama mereka itu bersyukur banget pemerintah indonesia yang seharusnya memberi bantuan dan membuat kebijakan malah menyepelekan bantuan dari malaysia itu kan jahat
"@P3gEl Wkwkwk sebagai negara pemasok dan pemilik tanah kebun kelapa sawit terbanyak di Sumatra jelas ngamuk, politik",wkwkwk sebagai negara pemasok dan pemilik tanah kebun kelapa sawit terbanyak di sumatra jelas ngamuk politik
"@P3gEl Nah kan keasbunan pejabat Indonesia, bikin negara Malaysia ngamuk. Ga tau diri sih, julitin negara lain terus",nah kan keasbunan pejabat indonesia bikin negara malaysia ngamuk ga tau diri sih julitin negara lain terus
"@P3gEl Niat Malaysia dah elok elok mau bantu saudara serumpunnya di Sumatera. Malah pemerintah tidak menghargai niat baik Malaysia.
Tidak beradab dan MEMALUKAN!!",niat malaysia dah elok elok mau bantu saudara serumpunnya di sumatera malah pemerintah tidak menghargai niat baik malaysia tidak beradab dan memalukan
@P3gEl Mohon maaf atas kelakuan pejabat indo yang kurang genap akalnya seperti @titokarnavian_,mohon maaf atas kelakuan pejabat indo yang kurang genap akalnya seperti
"@P3gEl Maaf ya kak, Presiden, wapres dan pejabat di negeri ini memang gak punya otak semua, mohon dimaklumi",maaf ya kak presiden wapres dan pejabat di negeri ini memang gak punya otak semua mohon dimaklumi
@P3gEl @prabowo statemen menteri mu ini bikin malu saja. Lebih baik diam jika tak mau ucapkan terima kasih drpd menganggap remeh bantuan negara lain,statemen menteri mu ini bikin malu saja lebih baik diam jika tak mau ucapkan terima kasih drpd menganggap remeh bantuan negara lain
"@P3gEl Memang gw rasa @titokarnavian_ omongannya gak pas....  Sekecil apapun gak perlulah meremehkan bantuan pihak luar ....apalagi sampai diungkapkan dipublik

Sekali lagi pola komunikasi team bawahan pak @prabowo cenderung payah  .... 

Tolong mindra @Gerindra utk jadi perbaikan",memang gw rasa omongannya gak pas sekecil apapun gak perlulah meremehkan bantuan pihak luar apalagi sampai diungkapkan dipublik sekali lagi pola komunikasi team bawahan pak cenderung payah tolong mindra utk jadi perbaikan
@P3gEl Maaf. Pemerintah indo sekarang lagi mode setan 🙏,maaf pemerintah indo sekarang lagi mode setan
"@P3gEl Bantu ya bantu aja , jangan di bicarakan lagi, kalau banyak bicara nanti bantuannya jadi makruh hukum nya",bantu ya bantu aja jangan di bicarakan lagi kalau banyak bicara nanti bantuannya jadi makruh hukum nya
"@P3gEl Coba ayok kita suarakan yang kenceng kalo kita bener-bener berterimakasih sama mereka, jangan buat mereka makin kecewa dan berprasangka kalo kita setuju sama statement pemerintah dengan hanya diam. Demi Tuhan gw udah ditahap marah dan eneg liat muka mereka!",coba ayok kita suarakan yang kenceng kalo kita benerbener berterimakasih sama mereka jangan buat mereka makin kecewa dan berprasangka kalo kita setuju sama statement pemerintah dengan hanya diam demi tuhan gw udah ditahap marah dan eneg liat muka mereka
"@P3gEl Cukup rendahkan wargamu aja, pak. Jangan negara lain direndahkan jg
Negara asing wegah bantu nanti kalo dinyinyirin terus
Mau cari musuh kah 😤",cukup rendahkan wargamu aja pak jangan negara lain direndahkan jg negara asing wegah bantu nanti kalo dinyinyirin terus mau cari musuh kah
@P3gEl Hati hati ya teman-teman sebenci benci nya kalian sama pemerintah kalau urusan nya sudah pemerintah negri vs pemerintah negri lain itu bisa menimbulkan kurang nya kepercayaan dan keamanan yg berakibat perang jika memanas.. kalian benci pemerintah tapi sudah benci diri sendiri blm,hati hati ya temanteman sebenci benci nya kalian sama pemerintah kalau urusan nya sudah pemerintah negri vs pemerintah negri lain itu bisa menimbulkan kurang nya kepercayaan dan keamanan yg berakibat perang jika memanas kalian benci pemerintah tapi sudah benci diri sendiri blm
"@P3gEl Bukan cuma WNI yg muak sama bacot pejabat.
Bedanya kita merasakan ini setiap hari",bukan cuma wni yg muak sama bacot pejabat bedanya kita merasakan ini setiap hari
"@P3gEl jgnkan kalian, kita rakyat aja kesel liatnya udh dibantu bknnya trima kasih malah gatau diri",jgnkan kalian kita rakyat aja kesel liatnya udh dibantu bknnya trima kasih malah gatau diri
@P3gEl Mantap makcik memang pejabat indonesia ini mostly bajingan semua isinya 🤣,mantap makcik memang pejabat indonesia ini mostly bajingan semua isinya
@P3gEl Bantuan negara lain kan gak bisa di korupsi mangkanya tolol ngomong kayak gitu,bantuan negara lain kan gak bisa di korupsi mangkanya tolol ngomong kayak gitu
@P3gEl tutorial pindah warga negara jd Malaysia donk,tutorial pindah warga negara jd malaysia donk
"@P3gEl 🙏ibu Malaysia yg thmt,kami rakyat yg tertimba bencana tdk ad yg bercakep utk menolak bantuan negara anda malah kami sangat menghrp bantuan dari negara mn pun,itu yg bercakep pemerintah km Bu, terserah ibu menilai pmrnth km,apkh sombong,km rakyat yg merasakannya bu",ibu malaysia yg thmtkami rakyat yg tertimba bencana tdk ad yg bercakep utk menolak bantuan negara anda malah kami sangat menghrp bantuan dari negara mn punitu yg bercakep pemerintah km bu terserah ibu menilai pmrnth kmapkh sombongkm rakyat yg merasakannya bu
@P3gEl bahkan sekelas tito pun bisa kepleset lidah demi wowo.,bahkan sekelas tito pun bisa kepleset lidah demi wowo
@P3gEl Maafkan kami krna kualitas penjabat konoha kayak sampah,maafkan kami krna kualitas penjabat konoha kayak sampah
"@P3gEl Sebagai rakyat Malaysia kami sangat rasa tersingung dan tidak dihargai, ngak apa, lain kali kami tak usah bantu lagi @P3gEI",sebagai rakyat malaysia kami sangat rasa tersingung dan tidak dihargai ngak apa lain kali kami tak usah bantu lagi
"@P3gEl Nah loh bisa ga sih pak @prabowo  tegur dan kontrol lambe2 pembantu bapak ini memalukan sekali seorang mendagri mengecilkan dan.meremehkan bantuan negara tetangga 
Mau seberapapun yg namanya bantuan  wajib kita terima dgn ucap terima ksh dan rasa syukur bukan membully yg membantu",nah loh bisa ga sih pak tegur dan kontrol lambe pembantu bapak ini memalukan sekali seorang mendagri mengecilkan danmeremehkan bantuan negara tetangga mau seberapapun yg namanya bantuan wajib kita terima dgn ucap terima ksh dan rasa syukur bukan membully yg membantu
@P3gEl kaaan....lu denger ini woiiii @titokarnavian_ akibat tidak bisa menjaga lisanmu. 😠menghargai saja tidak bisa...,kaaanlu denger ini woiiii akibat tidak bisa menjaga lisanmu menghargai saja tidak bisa
"@P3gEl Iya besok2, klo ad apa2 Konoha gk usah d bantu. 
Emang sombong hokage-nya.",iya besok klo ad apa konoha gk usah d bantu emang sombong hokagenya
@P3gEl Kami pun malu punya pejabat seperti mereka. Pejabat Indo Ada lah bencana nasional bagi rakyat nya,kami pun malu punya pejabat seperti mereka pejabat indo ada lah bencana nasional bagi rakyat nya
@P3gEl Kite aje sebel ama si titoti titoti itu,kite aje sebel ama si titoti titoti itu
"@P3gEl Yah bgt lah... periode lalu gak jelas kerjanya ngapain aja &amp; sering ngilang. skrg disuruh kerja bener sm babe, kliatan dah b3g@ nya 😅",yah bgt lah periode lalu gak jelas kerjanya ngapain aja amp sering ngilang skrg disuruh kerja bener sm babe kliatan dah bg nya
"@P3gEl Knp ya hampir separo orang nga guna itu kalau mengeluarkan statemen nyelekit dan bikin gaduh termasuk tetangga nya, laksana menolong sapi kecebur sumur!",knp ya hampir separo orang nga guna itu kalau mengeluarkan statemen nyelekit dan bikin gaduh termasuk tetangga nya laksana menolong sapi kecebur sumur
@P3gEl Marahin tuh RI 1 dan penyembahnya yg gak mau nerima bantuan negara lain. Yg butuh bantuan mendesak paling banyak rakyat aceh.,marahin tuh ri dan penyembahnya yg gak mau nerima bantuan negara lain yg butuh bantuan mendesak paling banyak rakyat aceh
"@P3gEl jgnkn bantuan dari negara tetangga, dari rakyatnya aja d nyinyirin, rmg aneh ni negara",jgnkn bantuan dari negara tetangga dari rakyatnya aja d nyinyirin rmg aneh ni negara
"@P3gEl Kalau gini kita berpihak ke Malaysia, pertanda apa kalau rakyat RI lebih dukung Malaysia daripada para londo ireng",kalau gini kita berpihak ke malaysia pertanda apa kalau rakyat ri lebih dukung malaysia daripada para londo ireng
"@P3gEl Marahin Makcik, pejabat kita sontoloyo.",marahin makcik pejabat kita sontoloyo
@P3gEl Iya Toti karnaval pimpinan @kemendagri,iya toti karnaval pimpinan
"@P3gEl NAH BENAR KAN, DIBANTU ORANG BUKAN TERIMA KASIH MALAH BANDING-BANDINGKAN, BENARLAH KLO DIBIKANG GAK TAU DIRI NEH MENTERI @kemendagri",nah benar kan dibantu orang bukan terima kasih malah bandingbandingkan benarlah klo dibikang gak tau diri neh menteri
"@P3gEl Dengan begini, dunia akan tau bhw negeri ini sdg dikuasai penjahat yg hanya memikirkan diri mereka sendiri. Biar penguasa tau bhw mereka telah menjadi musuh bersama, tidak hanya rakyat negeri ini saja",dengan begini dunia akan tau bhw negeri ini sdg dikuasai penjahat yg hanya memikirkan diri mereka sendiri biar penguasa tau bhw mereka telah menjadi musuh bersama tidak hanya rakyat negeri ini saja
"@P3gEl @malaysiakini @MalaysianRC please inform to all malaysian people.
Thank you for your kindness.
Really appreciated.
For those who underestimate your generosity, he admits he is a dishonorable person.",please inform to all malaysian people thank you for your kindness really appreciated for those who underestimate your generosity he admits he is a dishonorable person
